Zulassungsnr,Wirkungsbereich,Wirkstoff_Main,Gehalt_Main,Einhalt_Main,Wirkstoff_Compound,Gehalt_Compound,Einhalt_Compound,Organismus_Bakteria
00A995-00,Fungizid,"Kupfersulfat, dreibasisch",80,g/l,,,,0
034560-78,Fungizid,Azoxystrobin,250,g/l,,,,0
034560-76,Fungizid,Azoxystrobin,250,g/l,,,,0
008662-61,Fungizid,Isofetamid,400,g/l,,,,0
007777-62,Herbizid,Clomazone,360,g/l,,,,0
00A559-00,Herbizid,Mefenpyr,86.6,g/kg,Diethylester,90,g/kg,0
00A559-00,Herbizid,Iodosulfuron,5.6,g/kg,Methylester-Na,6,g/kg,0
00A559-00,Herbizid,Mesosulfuron,29.2,g/kg,Methylester,30,g/kg,0
033775-60,Fungizid,"Kupfersulfat, dreibasisch",345,g/l,,,,0
034107-60,Herbizid,Propaquizafop,100,g/l,,,,0
00A584-60,Fungizid,Azoxystrobin,250,g/l,,,,0
00A197-60,Herbizid,Isoxadifen,108.1,g/l,Ethylester,134,g/l,0
00A197-60,Herbizid,Tembotrione,345,g/l,,,,0
00A197-60,Herbizid,Thiencarbazone,65.55,g/l,Methylester,68,g/l,0
008946-00,Fungizid,Oxathiapiprolin,100,g/l,,,,0
00A762-00,Fungizid,Amisulbrom,240,g/l,,,,0
00A762-00,Fungizid,Oxathiapiprolin,48,g/l,,,,0
00A296-00,Fungizid,Zoxamide,300,g/l,,,,0
00A296-00,Fungizid,Oxathiapiprolin,40,g/l,,,,0
008945-00,Fungizid,Oxathiapiprolin,100,g/l,,,,0
00A124-00,Fungizid,Azoxystrobin,250,g/l,,,,0
024080-63,Insektizid,"Bacillus thuringiensis subspecies kurstaki Stamm ABTS-351 (Stamm HD-1) (33,2 g/l Grundkörper) 17.600IU/mg",33.2,g/l,,,,1
024426-61,Insektizid,Bacillus thuringiensis subspecies aizawai Stamm ABTS-1857 (540 g/kg Grundkörper) 15.000IU/mg,540,g/kg,,,,1
008295-00,Herbizid,Cloquintocet,3.95,g/l,Mexyl 1-Methyl-hexylester,5.58,g/l,0
008295-00,Herbizid,Florasulam,5,g/l,,,,0
008295-00,Herbizid,Halauxifen-methyl,6.25,g/l,,,,0
007991-00,Molluskizid,Metaldehyd,30,g/kg,,,,0
008692-00,Wachstumsregler,"1,4-Dimethylnaphthalin",980,g/kg,,,,0
024645-63,Herbizid,Pelargonsäure,186.7,g/l,Ammonium-Salz,206.8,g/l,0
008468-60,Herbizid,"2,4-D",2.14,g/kg,,,,0
008468-60,Herbizid,Dicamba,0.86,g/kg,,,,0
008468-60,Herbizid,Eisen-II-sulfat,182,g/kg,,,,0
008468-60,Herbizid,Fluroxypyr,0.57,g/kg,1-Methyl-heptylester,0.82,g/kg,0
