"Zulassungsnr","product","substance","Wirkungsbereich","crop","health","reference.sum.risk.scores","formula","sum.risk.score","HL","TL","FL","PLI"
"033944-00","DEGESCH-MAGTOXIN","Magnesiumphosphid","Insektizid","Animal feeds; Tobacco; Processed food commodities; Indoor areas and uncropped land; Bulked grain","H300,H311,H318,H330",300,1,325,1.08333333333333,2.38309167303999,0.00111864406779661,3.46754365044112
"042688-00","DEGESCH-PLATE","Magnesiumphosphid","Insektizid","Animal feeds; Tobacco; Processed food commodities; Indoor areas and uncropped land; Bulked grain","H300,H310,H319,H330",300,1,300,1,2.02201717712484,0.000949152542372881,3.02296632966721
"042688-60","DEGESCH-STRIP","Magnesiumphosphid","Insektizid","Animal feeds; Tobacco; Processed food commodities; Indoor areas and uncropped land; Bulked grain","H300,H310,H319,H330",300,1,300,1,2.02201717712484,0.000949152542372881,3.02296632966721
"008047-73","Dehner Moosvernichter und Rasendünger","Eisen-II-sulfat","Herbizid","Sports and amenity turf","H319",300,1,15,0.05,0.00966901076188646,0.00038165011625679,0.0600506608781433
"007825-65","Dehner Schneckengranulat","Metaldehyd","Molluskizid","Ornamentals; Fruit trees and bushes; Various other fruits including avocado, citrus and berries; Vegetables including broccoli, cauliflower, cabbage and articokes",NA,300,1,0,0,0.00864729661624965,0.0012295447906205,0.00987684140687015
"008016-62","Dehner Schneckenkorn","Eisen-III-phosphat","Molluskizid","Food and non-food crops",NA,300,1,0,0,0.00731375475219364,0.000451146560319043,0.00776490131251269
"034496-60","Dehner Schneckenkorn Wirkstoff aus der Natur","Eisen-III-phosphat","Molluskizid","Food and non-food crops",NA,300,1,0,0,0.00724061720467171,0.000446635094715852,0.00768725229938756
"060122-60","Dehner Unkrautvernichter plus Rasendünger","2,4-D","Herbizid","Turf grass & pastures; Non-cropping situations; Amenity sites; Orchards; Cereals including barley, wheat and oats; Lucerne",NA,300,1,0,0,0.00163895242183857,0.0104362908829271,0.0120752433047657
"004424-00","Delan  WG","Dithianon","Fungizid","Apples; Pears; Grapes (table & wine); Blackcurrants","EUH066,H301,H317,H318,H330",300,1,250,0.833333333333333,0.268950180185173,0.0775967834352122,1.17988029695372
"008018-00","Delan Pro","Dithianon","Fungizid","Apples; Pears; Grapes (table & wine); Blackcurrants","H317,H319",300,1,35,0.116666666666667,0.0480268178902095,0.0138565684705736,0.17855005302745
"024424-00","Delan WG","Dithianon","Fungizid","Apples; Pears; Grapes (table & wine); Blackcurrants","H301,H317,H318,H330",300,1,240,0.8,0.268950180185173,0.0775967834352122,1.14654696362039
"00A851-00","Delaro Forte","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","H315,H317,H319,H361d,H362,H373",300,1,235,0.783333333333333,0.00742539458159785,0.011310508776521,0.802069236691452
"050783-61","Delicia-Gastoxin-Tabletten","Aluminiumphosphid","Insektizid","Non-cropped areas; Grain and other commodity storage","H300,H310,H319,H330",300,1,300,1,2.23115268309001,0.000790960451977401,3.23194364354199
"025323-00","Delicia Schnecken-Linsen","Metaldehyd","Molluskizid","Ornamentals; Fruit trees and bushes; Various other fruits including avocado, citrus and berries; Vegetables including broccoli, cauliflower, cabbage and articokes","H361f",300,1,70,0.233333333333333,0.0103767559394996,0.0014754537487446,0.245185543021578
"00A311-60","DELION","Dicamba","Herbizid","Cotton; Sugarcane; Soybeans; Sorghum; Asparagus; Grass seed crops; Non-cropland; Cereals including wheat, triticale, oats, maize, rye","H319",300,1,15,0.05,0.146093092129497,0.039597693080246,0.235690785209743
"006788-68","DeltaX Garten- und Rosen-Schädlingsspray","Deltamethrin","Insektizid","Sugar beet; Cauliflower; Wheat; Tomatoes; Lettuce; Maize; Sweetcorn; Potatoes; Olives; Top fruit; Commercial, industrial and public buildings; Public health situations; Stored produce",NA,300,1,0,0,0.0118245931354251,8.85679179997435e-06,0.0118334499272251
"006788-66","DeltaX Schädlingsfrei","Deltamethrin","Insektizid","Sugar beet; Cauliflower; Wheat; Tomatoes; Lettuce; Maize; Sweetcorn; Potatoes; Olives; Top fruit; Commercial, industrial and public buildings; Public health situations; Stored produce",NA,300,1,0,0,0.0118245931354251,8.85679179997435e-06,0.0118334499272251
"006788-67","DeltaX Zierpflanzenspray AF","Deltamethrin","Insektizid","Sugar beet; Cauliflower; Wheat; Tomatoes; Lettuce; Maize; Sweetcorn; Potatoes; Olives; Top fruit; Commercial, industrial and public buildings; Public health situations; Stored produce",NA,300,1,0,0,0.0118245931354251,8.85679179997435e-06,0.0118334499272251
"050425-00","DELU Wühlmausgas","Calciumcarbid","Repellent, Wildschadenverhütungsmittel","Rats; Mice","H314,H335",300,1,110,0.366666666666667,0.00966408026811898,5.64971751412429e-05,0.376387244109927
"008485-60","DEMETRINA 25 EC","Deltamethrin","Insektizid","Sugar beet; Cauliflower; Wheat; Tomatoes; Lettuce; Maize; Sweetcorn; Potatoes; Olives; Top fruit; Commercial, industrial and public buildings; Public health situations; Stored produce","H302,H304,H315,H318,H336",300,1,130,0.433333333333333,36.9518535482036,0.0276774743749198,37.4128643559118
"027086-00","Derrex","Eisen-III-phosphat","Molluskizid","Food and non-food crops",NA,300,1,0,0,0.0217218516140151,0.00133990528414756,0.0230617568981627
"052569-00","DETIA-GAS-EX P","Aluminiumphosphid","Insektizid","Non-cropped areas; Grain and other commodity storage","H300,H310,H319,H330",300,1,300,1,2.23115268309001,0.000790960451977401,3.23194364354199
"050783-60","DETIA-GAS-EX T","Aluminiumphosphid","Insektizid","Non-cropped areas; Grain and other commodity storage","H300,H310,H319,H330",300,1,300,1,2.23115268309001,0.000790960451977401,3.23194364354199
"033944-60","Detia-Magphos","Magnesiumphosphid","Insektizid","Animal feeds; Tobacco; Processed food commodities; Indoor areas and uncropped land; Bulked grain","H300,H311,H318,H330",300,1,325,1.08333333333333,2.38309167303999,0.00111864406779661,3.46754365044112
"005747-67","Detia Rasen-Unkrautfrei Dicotex","2,4-D","Herbizid","Turf grass & pastures; Non-cropping situations; Amenity sites; Orchards; Cereals including barley, wheat and oats; Lucerne","H319",300,1,15,0.05,0.0143408336910874,0.0913175452256125,0.1556583789167
"050425-60","Detia Wühlmausgas","Calciumcarbid","Repellent, Wildschadenverhütungsmittel","Rats; Mice","H314,H335",300,1,110,0.366666666666667,0.00966408026811898,5.64971751412429e-05,0.376387244109927
"033366-61","Detia Wühlmausköder Neu","Zinkphosphid","Rodentizid","Agricultural crops; Vegetables; Ornamentals; Orchards; Crop storage.",NA,300,1,0,0,0.131808537386978,0.00185593220338983,0.133664469590368
"00A126-00","Devoid","Metamitron","Herbizid","Sugarbeet; Fodder beet; Mangels; Red beet; Pome fruit","H302",300,1,10,0.0333333333333333,0.0629498940613275,0.236405181796499,0.332688409191159
"025584-00","DIABOLO","Imazalil","Fungizid","Fruit including citrus, apples, pears bananas; Cucumbers; Roses; Barley; Wheat","H317,H318",300,1,90,0.3,0.0273446681540485,0.0576467344833815,0.38499140263743
"00A282-60","Diadem","Fluxapyroxad","Fungizid","Cereals; Legumes; Oilseeds including OSR, sunflowers; Top and stone fruit; Tuber and root vegetables; Peanuts; Tomato","H302,H315,H317,H319,H332,H335,H362",300,1,130,0.433333333333333,0.00482927292081841,0.0823662582372041,0.520528864491356
"008745-60","DIAGONAL","Azoxystrobin","Fungizid","Wheat; Fruit including grapes, citrus, strawberries, peaches; Sunflowers; Vegetables including onions, brassicas and curcubits; Potatoes; Cotton; Pecans; Canola; Soybeans; Peanuts; Tomato; Turf; Ornamentals","H332",300,1,15,0.05,0.0472886782538121,0.313238903820162,0.410527582073974
"00B023-60","DIAGONAL KOMPLETT","Azoxystrobin","Fungizid","Wheat; Fruit including grapes, citrus, strawberries, peaches; Sunflowers; Vegetables including onions, brassicas and curcubits; Potatoes; Cotton; Pecans; Canola; Soybeans; Peanuts; Tomato; Turf; Ornamentals","H332",300,1,15,0.05,0.0472886782538121,0.313238903820162,0.410527582073974
"008288-60","DICAMBA FLÜSSIG","Dicamba","Herbizid","Cotton; Sugarcane; Soybeans; Sorghum; Asparagus; Grass seed crops; Non-cropland; Cereals including wheat, triticale, oats, maize, rye",NA,300,1,0,0,0.146093092129497,0.039597693080246,0.185690785209743
"00A945-60","Dicamba M","Dicamba","Herbizid","Cotton; Sugarcane; Soybeans; Sorghum; Asparagus; Grass seed crops; Non-cropland; Cereals including wheat, triticale, oats, maize, rye","H317",300,1,20,0.0666666666666667,0.00541761883313551,0.00146841445172579,0.073552699951528
"008288-00","DICASH","Dicamba","Herbizid","Cotton; Sugarcane; Soybeans; Sorghum; Asparagus; Grass seed crops; Non-cropland; Cereals including wheat, triticale, oats, maize, rye",NA,300,1,0,0,0.146093092129497,0.039597693080246,0.185690785209743
"00A862-00","DICOLEN 200 EC","Fluroxypyr","Herbizid","Rangeland; Permanent pasture; Non-crop areas; Cereals including wheat, corn; Orchards; Vineyards","H304,H315,H317,H319,H336",300,1,85,0.283333333333333,0.0329891856972948,0.025445322297696,0.341767841328324
"060939-62","Dicopur M","MCPA","Herbizid","Wheat; Oats; Tritical; Rye; Establish grass; Lindseed; Asparagus; Citrus","H302,H318",300,1,80,0.266666666666667,0.0910799381996448,0.305009975801285,0.662756580667597
"005747-00","DICOTEX","2,4-D","Herbizid","Turf grass & pastures; Non-cropping situations; Amenity sites; Orchards; Cereals including barley, wheat and oats; Lucerne","H319",300,1,15,0.05,0.0143408336910874,0.0913175452256125,0.1556583789167
"005747-63","Dicotex Rasen Unkraut-Frei","2,4-D","Herbizid","Turf grass & pastures; Non-cropping situations; Amenity sites; Orchards; Cereals including barley, wheat and oats; Lucerne","H319",300,1,15,0.05,0.0143408336910874,0.0913175452256125,0.1556583789167
"00A653-00","DIFAZ","Azoxystrobin","Fungizid","Wheat; Fruit including grapes, citrus, strawberries, peaches; Sunflowers; Vegetables including onions, brassicas and curcubits; Potatoes; Cotton; Pecans; Canola; Soybeans; Peanuts; Tomato; Turf; Ornamentals","H332,H351",300,1,85,0.283333333333333,0.0378309426030497,0.250591123056129,0.571755398992512
"007421-00","DIFCOR","Difenoconazol","Fungizid","Vegetables including carrots, asparagus, brassicas; Potatoes; Cereals including barley, oats, rye, wheat, triticale; Sweetcorn; Beets; Cotton; Canola; Tomato; Pome fruits","EUH066,H302,H304,H319,H351",300,1,115,0.383333333333333,0.355467370547561,0.283323555151837,1.02212425903273
"008125-00","DIFEND EXTRA","Fludioxonil","Fungizid","Fruit including apples, soft fruit, cranberries, pear, quince, grapes, strawberry and currants; Vegetables including peas, beans; Ornamentals; Wheats; Oats","H351",300,1,70,0.233333333333333,0.00545296935682509,0.0463258928530632,0.285112195543222
"005985-00","DIFLANIL 500 SC","Diflufenican","Herbizid","Clover-based pastures; Field peas; Lentils; Lupins; Winter cereals; Soybeans; Corn",NA,300,1,0,0,0.255445751232178,0.682086900770344,0.937532652002522
"008377-00","Difo 25% EC","Difenoconazol","Fungizid","Vegetables including carrots, asparagus, brassicas; Potatoes; Cereals including barley, oats, rye, wheat, triticale; Sweetcorn; Beets; Cotton; Canola; Tomato; Pome fruits","EUH066,H304,H319,H336",300,1,65,0.216666666666667,0.355467370547561,0.283323555151837,0.855457592366065
"008498-00","DIFOL","Folpet","Fungizid","Fruits including apples, cherry, berries, wine grapes; Ornamentals including roses; Vegetables; Tomatoes; Cereals","H317,H318,H351",300,1,160,0.533333333333333,0.376776841354335,0.0374893638668474,0.947599538554515
"008386-00","DIGATOR","Quizalofop-P-ethyl","Herbizid","Sugarbeet; Fodder beet; Winter and spring OSR; Potatoes; Combining peas; Field beans; Other pulses; Linseed; Sunflowers","EUH066,H304,H332",300,1,35,0.116666666666667,0.0170262189837161,0.0217355290827792,0.155428414733162
"034060-61","Dinagam","Quizalofop-P","Herbizid","Sugarbeet; Fodder beet; Winter and spring OSR; Potatoes; Combining peas; Field beans; Other pulses; Linseed; Sunflowers","H304,H315,H317,H318,H332,H336",300,1,155,0.516666666666667,0.0072992031383894,0.00931810181974699,0.533283971624803
"008323-00","Diniro","Dicamba","Herbizid","Cotton; Sugarcane; Soybeans; Sorghum; Asparagus; Grass seed crops; Non-cropland; Cereals including wheat, triticale, oats, maize, rye","H319",300,1,15,0.05,0.121744243441247,0.0329980775668716,0.204742321008119
"007475-60","DIOPYR","Pyriofenone","Fungizid","Wheat; Barley; Grape vines; Curcubits","H351",300,1,70,0.233333333333333,0.0146884167678453,0.112807249196498,0.360828999297677
"008400-60","DIPLOMAT","Flufenacet","Herbizid","Corn; Soybeans; Winter wheat; Winter barley; Winter rye; Potatoes; Sunflowers; Asparagus; Cotton; Chilli; Tobacco","H302,H373",300,1,80,0.266666666666667,0.336263046944727,0.197725290124128,0.800655003735522
"00B258-00","DIRECTOR","Florasulam","Herbizid","Wheat; Barley; Oats; Rye; Triticale",NA,300,1,0,0,0.0596853589711363,0.00409972915046489,0.0637850881216012
"006228-00","DIRIGENT SX","Metsulfuron","Herbizid","Cereals; Land removed from production",NA,300,1,0,0,0.01381228632,0,0.01381228632
"006220-64","DIRIMAL FLO","Propyzamid","Herbizid","Alfalfa; OSR; Beans; Root crops; Fruit including apples, blackberry, boysenberry, blueberry, cherry, peach, pear, plum, prunes, grapes and others; Artichoke; Clover; Endive and various head lettuce; Ornamentals; Non-cropped and utility sites","H351",300,1,70,0.233333333333333,0.0459849184587008,0.175801248865685,0.455119500657719
"006427-61","DISCO","Tribenuron","Herbizid","Cereals including wheat, barley, triticale, oats; Grass seed crops; Cotton; Pre-harvest burndown","H373",300,1,70,0.233333333333333,0.182571196233791,0.239940197403512,0.655844726970636
"00B092-00","DITHIAFIN","Dithianon","Fungizid","Apples; Pears; Grapes (table & wine); Blackcurrants","EUH066,H301,H317,H318,H330",300,1,250,0.833333333333333,0.268950180185173,0.0775967834352122,1.17988029695372
"00A841-00","DITOFLO 700 WG","Dithianon","Fungizid","Apples; Pears; Grapes (table & wine); Blackcurrants","EUH066,H301,H317,H318,H330",300,1,250,0.833333333333333,0.268950180185173,0.0775967834352122,1.17988029695372
"00A317-00","DITTO 25 EC","Difenoconazol","Fungizid","Vegetables including carrots, asparagus, brassicas; Potatoes; Cereals including barley, oats, rye, wheat, triticale; Sweetcorn; Beets; Cotton; Canola; Tomato; Pome fruits","EUH066,H302,H304,H319",300,1,45,0.15,0.355467370547561,0.283323555151837,0.788790925699399
"007454-61","DJEMBE","Bromuconazol","Fungizid","Cereals including barley, wheat; Fruit; Vegetables; Grapevines; Turf; Ornamentals","H304,H315,H318,H336,H361d",300,1,190,0.633333333333333,0.0228974660780671,0.269399891015923,0.925630690427323
"00A758-00","DODIFUN SC","Dodin","Fungizid","Tree fruit including apple, pear, peach, cherry; Strawberries; Walnuts; Sycamore; Onions; Roses","H302,H318,H332",300,1,95,0.316666666666667,0.259146824386159,0.0203370974762849,0.596150588529111
"00A455-60","Doff Power Schneckenkorn","Eisen-III-phosphat","Molluskizid","Food and non-food crops",NA,300,1,0,0,0.0218461854448024,0.00134757477567298,0.0231937602204754
"00A452-60","Doff Schneckenkorn","Eisen-III-phosphat","Molluskizid","Food and non-food crops",NA,300,1,0,0,0.00716016590239758,0.000441672482552343,0.00760183838494992
"00B187-60","DOKTUS","Folpet","Fungizid","Fruits including apples, cherry, berries, wine grapes; Ornamentals including roses; Vegetables; Tomatoes; Cereals","H317,H351",300,1,90,0.3,0.470971051692918,0.0468617048335592,0.817832756526478
"004329-00","DOMARK 10 EC","Tetraconazole","Fungizid","Sugarbeet; Wheat; Grapes; Apple; Tomato","H302,H304,H315,H318,H336",300,1,130,0.433333333333333,0.0546584045666641,0.0747099393082592,0.562701677208257
"026923-00","Dominator 480 TF","Glyphosat","Herbizid","Agriculture including cereals; Soybeans, Glyphosate tolerant crops; Horticulture; Forestry; Domestic gardens; Lawns",NA,300,1,0,0,0.0281243316289255,0.0636541071560753,0.0917784387850008
"00B290-60","Doraltes 100 FS","Prothioconazol","Sonstige","Cereals including barley, rye, wheat, oats","H317",300,1,20,0.0666666666666667,0.00795862227395268,0.0121227318076324,0.0867480207482517
"034210-64","Dr. Stähler Blattlausfrei-Spray","Fettsäure-Kaliumsalze (Kali-Seife)","Akarizid, Insektizid",NA,NA,300,1,0,0,0,0,0
"024785-68","Dr. Stähler Schädlingsfrei-Spray","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"024646-62","Dr. Stähler Unkrautfrei-Spray","Pelargonsäure","Herbizid","Fruit",NA,300,1,0,0,0.00335703464675006,0.00185862511300197,0.00521565975975202
"00A802-00","Dragster","Thifensulfuron","Herbizid","Cereals including wheat, barley, tritical, rye, oats; Corn/maize; Soybean",NA,300,1,0,0,0.00473696485359959,0.150756838986935,0.155493803840534
"008837-61","Drap-Fhos","Kaliumphosphonat (Kaliumphosphit)","Fungizid","Fruit including avocados, apples, grapes; Ornamentals; Trees; Salad leaves and lettuce; Garlic and shallots; Sprouts and shoots",NA,300,1,0,0,0.0248069228968451,1.1144718859005,1.13927880879735
"025078-62","DUAL NEXT","Pethoxamid","Herbizid","Corn; Winter OSR; Soybeans; Peas and beans; Tobacco","H302,H304,H315,H317,H318",300,1,120,0.4,0.0932830071076805,0.0840001398188569,0.577283146926537
"006396-61","DUANTI","Clopyralid","Herbizid","Cereals including wheat, barley, oats, triticale; Turf; Ornamentals; Non-cropped and fallow land; Industrial situations","H317,H319",300,1,35,0.116666666666667,0.00204871763959471,0.00486317536848666,0.123578559674748
"006299-00","Duaxo Rosen-Pilz Spray","Difenoconazol","Fungizid","Vegetables including carrots, asparagus, brassicas; Potatoes; Cereals including barley, oats, rye, wheat, triticale; Sweetcorn; Beets; Cotton; Canola; Tomato; Pome fruits",NA,300,1,0,0,0.000237452203525771,0.000189260134841427,0.000426712338367198
"006300-61","Duaxo Rosen Pilz-frei","Difenoconazol","Fungizid","Vegetables including carrots, asparagus, brassicas; Potatoes; Cereals including barley, oats, rye, wheat, triticale; Sweetcorn; Beets; Cotton; Canola; Tomato; Pome fruits",NA,300,1,0,0,0.0237452203525771,0.0189260134841427,0.0426712338367198
